kind,id,type_or_predicate,label_or_source,target,attrs
edge,lnk_01M2KAF9G0C9SQR1BXYRNKBQTZ,LOCATED_IN,trace:aow:sp01-aow04,trace:country:mz,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G06KDBSAEYGDCBRDN9,LOCATED_IN,trace:aow:sp01-aow04,trace:country:pe,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 40.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0W6PT1Q2N356E1X1H,LOCATED_IN,trace:aow:sp01-aow04,trace:country:tz,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0KN6JAS2EDDV02TY4,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ug,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0YG3M3SCBEW4XMN59,LOCATED_IN,trace:aow:sp01-aow01,trace:country:et,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 40.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0XJZ0M9PRFWXKP311,LOCATED_IN,trace:aow:sp01-aow01,trace:country:ma,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 60.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0DJ8DQP7B8VXSAXZS,LOCATED_IN,trace:aow:sp01-aow02,trace:country:lb,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0JTWP0M6N5TM0MF1F,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ma,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 40.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G01M65Z52JXWX95XAE,LOCATED_IN,trace:aow:sp01-aow03,trace:country:pk,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 50.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0ZQYBSNASW4D8XZN4,LOCATED_IN,trace:aow:sp01-aow04,trace:country:eg,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 60.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G05ETTRVXRWNBJ6ZRF,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ma,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0HW0JFC1EJ8EEXVK1,LOCATED_IN,trace:aow:sp01-aow05,trace:country:eg,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 0.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0ESY1KNH8V9KHAAP1,LOCATED_IN,trace:aow:sp01-aow05,trace:country:lb,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G05DCZP3QMMJKNKRC5,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ma,"{""centre"": ""ICARDA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 80.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G05RHBHSJKAYK7VWZ3,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ml,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 14.3, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0NAEX1XBEB67H9REC,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ne,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 14.3, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0QEGQ3C829HP2N4VW,LOCATED_IN,trace:aow:sp01-aow03,trace:country:bd,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0XWYZZWTPFGJ5JAD5,LOCATED_IN,trace:aow:sp01-aow03,trace:country:in,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0ZMHK2TRCVXXJGZQH,LOCATED_IN,trace:aow:sp01-aow03,trace:country:mw,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0Q93V9XMZP6G35HTH,LOCATED_IN,trace:aow:sp01-aow03,trace:country:ml,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08418R9T6M7MW4Y9P,LOCATED_IN,trace:aow:sp01-aow03,trace:country:tz,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G035VWXKJ4BJYE793W,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ml,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 33.34, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G03N9BENXH3E187GGW,LOCATED_IN,trace:aow:sp01-aow05,trace:country:bf,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G00CTTR15X8GQ534VV,LOCATED_IN,trace:aow:sp01-aow05,trace:country:mm,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G04QEN5PJ08D3MZR5Z,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ne,"{""centre"": ""ICRISAT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0BD7MSYAE4A7NNBS2,LOCATED_IN,trace:aow:sp01-aow01,trace:country:in,"{""centre"": ""IFPRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 33.33, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0NKK68VYEKWMPP9H7,LOCATED_IN,trace:aow:sp01-aow01,trace:country:us,"{""centre"": ""IFPRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 33.34, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0Q5RDM7QW35EZ8Q8K,LOCATED_IN,trace:aow:sp01-aow03,trace:country:us,"{""centre"": ""IFPRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0WVKV5BDFZB8X1DYJ,LOCATED_IN,trace:aow:sp01-aow04,trace:country:bd,"{""centre"": ""IFPRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0TJW4NHBP8ER7YTS8,LOCATED_IN,trace:aow:sp01-aow04,trace:country:cd,"{""centre"": ""IFPRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0VXK8ZT53EM2BHBW8,LOCATED_IN,trace:aow:sp01-aow05,trace:country:us,"{""centre"": ""IFPRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 45.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G04J8HJX3NZQ22M48F,LOCATED_IN,trace:aow:sp01-aow02,trace:country:bj,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 2.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0PB48RY0FGWTEKFJQ,LOCATED_IN,trace:aow:sp01-aow02,trace:country:gh,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0DMJFP420E3J582BY,LOCATED_IN,trace:aow:sp01-aow02,trace:country:zm,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0E7T8ZGCAP956VG9M,LOCATED_IN,trace:aow:sp01-aow03,trace:country:gh,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 6.3, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0R55WQBC8D5SKP4WZ,LOCATED_IN,trace:aow:sp01-aow03,trace:country:mz,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 6.3, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G05ZKMV2FYHQMBG5W9,LOCATED_IN,trace:aow:sp01-aow04,trace:country:bf,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0FXENQ2DDAP2RYH2A,LOCATED_IN,trace:aow:sp01-aow04,trace:country:cm,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0CDAJVE5XJPFSV5FX,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ne,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 11.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0ZVR8AWCB1RE4AYZ5,LOCATED_IN,trace:aow:sp01-aow05,trace:country:zm,"{""centre"": ""IITA"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 7.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G00SF053DND4C3KX8Z,LOCATED_IN,trace:aow:sp01-aow01,trace:country:ph,"{""centre"": ""IRRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 100.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0DV7TQHQ60NBXAQ8P,LOCATED_IN,trace:aow:sp01-aow02,trace:country:bd,"{""centre"": ""IRRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G09GQB1ES8X0YHYX14,LOCATED_IN,trace:aow:sp01-aow02,trace:country:id,"{""centre"": ""IRRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G032YC35ZNNYFM58JV,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ph,"{""centre"": ""IRRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 15.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0B8F48VESF7S3R9BN,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ph,"{""centre"": ""IRRI"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 50.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0GM0RQ4M2EYH1N6SP,LOCATED_IN,trace:aow:sp01-aow01,trace:region:eastern-africa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 50.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G05M843VX4WFWBA8JV,LOCATED_IN,trace:aow:sp01-aow01,trace:region:latin-america-and-the-caribbean,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 10.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0W7W5XAC57J820VNR,LOCATED_IN,trace:aow:sp01-aow01,trace:region:south-eastern-asia,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 40.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0Y863QWBMMDQXJAF2,LOCATED_IN,trace:aow:sp01-aow02,trace:region:eastern-africa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 50.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0TSZAQMW6RNTHNTMZ,LOCATED_IN,trace:aow:sp01-aow02,trace:region:latin-america-and-the-caribbean,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 10.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0DJ7JNA69ZFPM201R,LOCATED_IN,trace:aow:sp01-aow02,trace:region:south-eastern-asia,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 40.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0TF8H6BZ7DSRK1ARG,LOCATED_IN,trace:aow:sp01-aow03,trace:region:eastern-africa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 40.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0K0RTPQ5VX19CBXFS,LOCATED_IN,trace:aow:sp01-aow03,trace:region:middle-africa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 10.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G06XN8J3GM9FZTTPAX,LOCATED_IN,trace:aow:sp01-aow03,trace:region:south-eastern-asia,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 50.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0ED3RWG6DWB9GN7AJ,LOCATED_IN,trace:aow:sp01-aow05,trace:region:eastern-africa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 52.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0DXAQGE40EG028NCF,LOCATED_IN,trace:aow:sp01-aow05,trace:region:eastern-asia,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 3.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G08DBC0CZ40XATQ8TP,LOCATED_IN,trace:aow:sp01-aow05,trace:region:latin-america-and-the-caribbean,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 10.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0WB22BVFMRA7FC04N,LOCATED_IN,trace:aow:sp01-aow05,trace:region:middle-africa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 5.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0H8RZH7E0GW8NMZ72,LOCATED_IN,trace:aow:sp01-aow05,trace:region:south-eastern-asia,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 30.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0D8BRHS7EZ9GG3RAZ,LOCATED_IN,trace:aow:sp01-aow02,trace:region:southern-africa,"{""centre"": ""CIMMYT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 33.33, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G09X2ANT95X4Z7SF3X,LOCATED_IN,trace:aow:sp01-aow03,trace:region:southern-africa,"{""centre"": ""CIMMYT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 50.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0ZN8CY92T2ES0M16C,LOCATED_IN,trace:aow:sp01-aow02,trace:region:southern-asia,"{""centre"": ""CIP"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 25.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G09G0QG1BZMTW0KARZ,LOCATED_IN,trace:aow:sp01-aow02,trace:region:western-africa,"{""centre"": ""ICRISAT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 25.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G01RM55DDJAAP4BQSB,LOCATED_IN,trace:aow:sp01-aow03,trace:region:southern-asia,"{""centre"": ""ICRISAT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 33.33, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G05475JCGMCX92FVK0,LOCATED_IN,trace:aow:sp01-aow03,trace:region:western-africa,"{""centre"": ""ICRISAT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 33.34, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G006NHHWZ5GZY3FRDS,LOCATED_IN,trace:aow:sp01-aow05,trace:region:southern-asia,"{""centre"": ""ICRISAT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 25.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G00GCMHXVEVW6BXVA3,LOCATED_IN,trace:aow:sp01-aow05,trace:region:western-africa,"{""centre"": ""ICRISAT"", ""geo_kind"": ""region"", ""kind"": ""benefit"", ""share_pct"": 25.0, ""source_sheet"": ""Location of Benefit""}"
edge,lnk_01M2KAF9G0Y227VP5ATRM7X2CN,SYNERGY_WITH,trace:hlo:sp01-hlo1-aow1-io1,trace:program:sp12,"{""aow"": ""AOW01: Market Intelligence"", ""description"": ""Nutrition models developed witth Better Diets and Nutrition, poverty and employment models developed with Policy Innovations, AI support for GloMIP functionalities with Digital Transformation, Intelligence sharing with Scaling for Impact""}"
edge,lnk_01M2KAF9G06HDTW0MBDFZSFS1N,SYNERGY_WITH,trace:hlo:sp01-hlo1-aow1-io1,trace:program:sp09,"{""aow"": ""AOW01: Market Intelligence"", ""description"": ""Nutrition models developed witth Better Diets and Nutrition, poverty and employment models developed with Policy Innovations, AI support for GloMIP functionalities with Digital Transformation, Intelligence sharing with Scaling for Impact""}"
edge,lnk_01M2KAF9G0H5PX6P8M5RCGM0RS,SYNERGY_WITH,trace:hlo:sp01-hlo1-aow1-io1,trace:program:sp05,"{""aow"": ""AOW01: Market Intelligence"", ""description"": ""Nutrition models developed witth Better Diets and Nutrition, poverty and employment models developed with Policy Innovations, AI support for GloMIP functionalities with Digital Transformation, Intelligence sharing with Scaling for Impact""}"
edge,lnk_01M2KAF9G06947JA94VHXPPGEN,SYNERGY_WITH,trace:hlo:sp01-hlo3-aow1-io1,trace:program:sp10,"{""aow"": ""AOW01: Market Intelligence"", ""description"": ""Gender and Inclusion Accelerator; to involve gender expertise on methods and indicators for gender intentionality in product design""}"
edge,lnk_01M2KAF9G0K5G9QNPKWPA4ES2S,SYNERGY_WITH,trace:hlo:sp01-hlo2-aow1-io1,trace:program:sp05,"{""aow"": ""AOW01: Market Intelligence"", ""description"": ""Better Diets and Nutrition, AoW4 to align on methodologies and indicators and exchange data""}"
edge,lnk_01M2KAF9G0XEMZXKEGES4G4YFX,SYNERGY_WITH,trace:hlo:sp01-hlo5-aow1-io3,trace:program:sp05,"{""aow"": ""AOW01: Market Intelligence"", ""description"": ""Better Diets and Nutrition; to help BDN identify TPPs where nutrition should be important but there is not current evidence of demand for traits in the Value Proposition 13""}"
edge,lnk_01M2KAF9G0VKPYG8P7PP6XZ14M,SYNERGY_WITH,trace:hlo:sp01-hlo6-aow2-io1,trace:program:sp06,"{""aow"": ""AOW02: Accelerated Breeding"", ""description"": ""Discovery and development of foundational genetic resources such as traits, high-value haplotypes and elite lines that can deliver on targeted product profiles""}"
edge,lnk_01M2KAF9G0X9WR60MJN6ASJ0FB,SYNERGY_WITH,trace:hlo:sp01-hlo8-aow2-io2,trace:program:sp13,"{""aow"": ""AOW02: Accelerated Breeding"", ""description"": ""Discovery and development of foundational genetic resources such as traits, high-value haplotypes and elite lines that can deliver on targeted product profiles""}"
edge,lnk_01M2KAF9G0SHJY1VWXS1WER3B1,SYNERGY_WITH,trace:hlo:sp01-hlo11-aow3-io4,trace:program:sp10,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Strategies to position quality seed and increase scaling partner demand for new varieties, encouraging variety replacement and Product Lifecycle Management""}"
edge,lnk_01M2KAF9G0T4F3G14AFTKWS9M6,SYNERGY_WITH,trace:hlo:sp01-hlo11-aow3-io4,trace:program:sp09,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Strategies to position quality seed and increase scaling partner demand for new varieties, encouraging variety replacement and Product Lifecycle Management""}"
edge,lnk_01M2KAF9G0QT5MEADH6BZY03GB,SYNERGY_WITH,trace:hlo:sp01-hlo12-aow3-io5,trace:program:sp09,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Technologies and strategies to encourage scaling partners to increase production and equitable supply of new varieties.""}"
edge,lnk_01M2KAF9G0V1WNAZ51HQ1NH1YW,SYNERGY_WITH,trace:hlo:sp01-hlo12-aow3-io5,trace:program:sp10,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Technologies and strategies to encourage scaling partners to increase production and equitable supply of new varieties.""}"
edge,lnk_01M2KAF9G0M2FF2G6AHASN0PFS,SYNERGY_WITH,trace:hlo:sp01-hlo13-aow3-io5,trace:program:sp09,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Technologies, strategies and regulatory solutions to encourage scaling partners to accelerate delivery of new varieties to smallholders.""}"
edge,lnk_01M2KAF9G0FCPR4DHR6HWA14TY,SYNERGY_WITH,trace:hlo:sp01-hlo13-aow3-io5,trace:program:sp13,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Technologies, strategies and regulatory solutions to encourage scaling partners to accelerate delivery of new varieties to smallholders.""}"
edge,lnk_01M2KAF9G0D4BMQK9WBFFKYAKT,SYNERGY_WITH,trace:hlo:sp01-hlo14-aow3-io5,trace:program:sp05,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Methods and tools to track variety adoption and turnover at scale""}"
edge,lnk_01M2KAF9G0FF7R0WYDDQ3110D3,SYNERGY_WITH,trace:hlo:sp01-hlo14-aow3-io5,trace:program:sp10,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Methods and tools to track variety adoption and turnover at scale""}"
edge,lnk_01M2KAF9G0M21WZPJFJPYD1PTP,SYNERGY_WITH,trace:hlo:sp01-hlo14-aow3-io5,trace:program:sp09,"{""aow"": ""AOW03: Inclusive Delivery"", ""description"": ""Methods and tools to track variety adoption and turnover at scale""}"
