kind,id,type_or_predicate,label_or_source,target,attrs
edge,lnk_01M2KAF9G0612AS6DBJR45VPM3,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l2-0119,"{""confidence"": 0.95, ""end"": 444, ""hits"": 2, ""layer"": 2, ""matched_text"": ""policy"", ""object_type"": ""indicator"", ""start"": 438, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0TB9CPS7KWPEHQ860,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l3-042,"{""confidence"": 0.7, ""end"": 506, ""hits"": 1, ""layer"": 3, ""matched_text"": ""farmers"", ""object_type"": ""indicator"", ""start"": 499, ""via"": ""alt_label""}"
edge,lnk_01M2KAF9G04JTSRVDXKNDM2BNM,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 547, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 539, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0HV0A7YGP0JB2AAAM,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l2-0163,"{""confidence"": 0.95, ""end"": 716, ""hits"": 1, ""layer"": 2, ""matched_text"": ""stakeholders"", ""object_type"": ""indicator"", ""start"": 704, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0V5M7P24WDZA7TW6E,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l2-0134,"{""confidence"": 0.95, ""end"": 756, ""hits"": 1, ""layer"": 2, ""matched_text"": ""recommendations"", ""object_type"": ""indicator"", ""start"": 741, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0SH0FV0CTER3NCTG9,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1088, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1079, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0YRP9M48274HZT066,TAGGED_WITH,trace:indicator:porb-5e14711f7584,trace:concept:l2-0055,"{""confidence"": 0.95, ""end"": 1120, ""hits"": 1, ""layer"": 2, ""matched_text"": ""evidence"", ""object_type"": ""indicator"", ""start"": 1112, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G098B7VT71908B82AA,TAGGED_WITH,trace:indicator:porb-5ed54d6f15eb,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 44, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 33, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0T7J7V699PNFN4PTY,TAGGED_WITH,trace:indicator:porb-5ed54d6f15eb,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 226, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 216, ""via"": ""stem""}"
edge,lnk_01M2KAF9G02A6EMK9A2807B784,TAGGED_WITH,trace:indicator:porb-5ed54d6f15eb,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 247, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 236, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0V6AQWW1DBS49J9SH,TAGGED_WITH,trace:indicator:porb-5ed54d6f15eb,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 544, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 536, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0F407YXH9Q49N1VMP,TAGGED_WITH,trace:indicator:porb-5ed54d6f15eb,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 867, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 858, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0GEA990RBFMKGH4MH,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l3-041,"{""confidence"": 0.95, ""end"": 63, ""hits"": 5, ""layer"": 3, ""matched_text"": ""MAIZE"", ""object_type"": ""indicator"", ""start"": 58, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G05NGTCEAQVBKP08WV,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 87, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 77, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0CYVVAPQXG18EE1WF,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 108, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 97, ""via"": ""stem""}"
edge,lnk_01M2KAF9G06BW381H483SCB1B5,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0139,"{""confidence"": 0.95, ""end"": 160, ""hits"": 1, ""layer"": 2, ""matched_text"": ""research"", ""object_type"": ""indicator"", ""start"": 152, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0G8EN342Z86W49VGW,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 206, ""hits"": 2, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 198, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0HZFCKPQCJBMRASPQ,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0193,"{""confidence"": 0.95, ""end"": 423, ""hits"": 2, ""layer"": 2, ""matched_text"": ""agronomic practices"", ""object_type"": ""indicator"", ""start"": 404, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0XBF3K4HZ17GRJ3ZW,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l3-042,"{""confidence"": 0.7, ""end"": 521, ""hits"": 2, ""layer"": 3, ""matched_text"": ""farmers"", ""object_type"": ""indicator"", ""start"": 514, ""via"": ""alt_label""}"
edge,lnk_01M2KAF9G0Q9BR931PMFYXTH5W,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0007,"{""confidence"": 0.95, ""end"": 917, ""hits"": 1, ""layer"": 2, ""matched_text"": ""adoption"", ""object_type"": ""indicator"", ""start"": 909, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0Y3A7C8QWMK6SVQQ2,TAGGED_WITH,trace:indicator:porb-5fd7861f7f9f,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1158, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1149, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G01WG10FYXQQXJ8Z0S,TAGGED_WITH,trace:indicator:porb-5fea922b09d6,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 199, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 189, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0JG7P88NWDCH4GMBB,TAGGED_WITH,trace:indicator:porb-5fea922b09d6,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 220, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 209, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0WSQVR4V7GY5841FT,TAGGED_WITH,trace:indicator:porb-5fea922b09d6,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 743, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 734, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G07JYPYKMBZM5X7XTC,TAGGED_WITH,trace:indicator:porb-602179e141fa,trace:concept:l3-039,"{""confidence"": 0.7, ""end"": 127, ""hits"": 1, ""layer"": 3, ""matched_text"": ""recovery"", ""object_type"": ""indicator"", ""start"": 119, ""via"": ""alt_label""}"
edge,lnk_01M2KAF9G00FC8BXERPFZ93EAV,TAGGED_WITH,trace:indicator:porb-602179e141fa,trace:concept:l2-0005,"{""confidence"": 0.95, ""end"": 158, ""hits"": 2, ""layer"": 2, ""matched_text"": ""ACTIVITY"", ""object_type"": ""indicator"", ""start"": 150, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0MD1TFDZF8WY69ATQ,TAGGED_WITH,trace:indicator:porb-602179e141fa,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 315, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 306, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G05AW7EPEY3TN9GC3T,TAGGED_WITH,trace:indicator:porb-60b42c6ed9cb,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 45, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 34, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0G1GEA5M05KN3RJRX,TAGGED_WITH,trace:indicator:porb-60b42c6ed9cb,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 406, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 400, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0M1GXBC4RHRZ27FRS,TAGGED_WITH,trace:indicator:porb-60b42c6ed9cb,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 534, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 523, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0XPH0CFDGD0PH68NW,TAGGED_WITH,trace:indicator:porb-60b42c6ed9cb,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 679, ""hits"": 2, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 671, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0SD50NRF845Z9D5CF,TAGGED_WITH,trace:indicator:porb-60b42c6ed9cb,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1666, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1657, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G02S801XFG90KHDG8F,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-0276,"{""confidence"": 0.95, ""end"": 38, ""hits"": 3, ""layer"": 2, ""matched_text"": ""people"", ""object_type"": ""indicator"", ""start"": 32, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0CA7RQ2J2KNRGXG27,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-p-sharing,"{""confidence"": 0.95, ""end"": 64, ""hits"": 2, ""layer"": 2, ""matched_text"": ""sharing"", ""object_type"": ""indicator"", ""start"": 57, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0CRK10FH618Q58YX0,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-0120,"{""confidence"": 0.95, ""end"": 99, ""hits"": 1, ""layer"": 2, ""matched_text"": ""portfolio"", ""object_type"": ""indicator"", ""start"": 90, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0QZ0K4X8F5GM9EK75,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-0309,"{""confidence"": 0.95, ""end"": 118, ""hits"": 1, ""layer"": 2, ""matched_text"": ""tools"", ""object_type"": ""indicator"", ""start"": 113, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G084FCJKNR6V1XWNV7,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 269, ""hits"": 2, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 259, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0FBFCGW43QVASEXWP,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 290, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 279, ""via"": ""stem""}"
edge,lnk_01M2KAF9G07NEMACMNE89N6AD4,TAGGED_WITH,trace:indicator:porb-61964d9acd65,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 599, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 590, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0JMV5QGQ5VK4BGCAW,TAGGED_WITH,trace:indicator:porb-61d5989b6a5b,trace:concept:l2-0005,"{""confidence"": 0.95, ""end"": 287, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITY"", ""object_type"": ""indicator"", ""start"": 279, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0870PDJTPW71DXK76,TAGGED_WITH,trace:indicator:porb-61d5989b6a5b,trace:concept:l2-0073,"{""confidence"": 0.7, ""end"": 524, ""hits"": 2, ""layer"": 2, ""matched_text"": ""indicators"", ""object_type"": ""indicator"", ""start"": 514, ""via"": ""stem""}"
edge,lnk_01M2KAF9G06B1WDNADZ3B6JSZY,TAGGED_WITH,trace:indicator:porb-61d5989b6a5b,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 1102, ""hits"": 1, ""layer"": 2, ""matched_text"": ""Output"", ""object_type"": ""indicator"", ""start"": 1096, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0RBPR90EDJZYK1MAE,TAGGED_WITH,trace:indicator:porb-61d5989b6a5b,trace:concept:l2-0007,"{""confidence"": 0.95, ""end"": 1134, ""hits"": 1, ""layer"": 2, ""matched_text"": ""adoption"", ""object_type"": ""indicator"", ""start"": 1126, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0V6ZYAS8G0P5GKSGF,TAGGED_WITH,trace:indicator:porb-61ee430e2d17,trace:concept:l2-0276,"{""confidence"": 0.95, ""end"": 45, ""hits"": 3, ""layer"": 2, ""matched_text"": ""people"", ""object_type"": ""indicator"", ""start"": 39, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0EPPRHDBKDGAM546H,TAGGED_WITH,trace:indicator:porb-61ee430e2d17,trace:concept:l2-p-sharing,"{""confidence"": 0.95, ""end"": 71, ""hits"": 2, ""layer"": 2, ""matched_text"": ""sharing"", ""object_type"": ""indicator"", ""start"": 64, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0KX3X1X9YVA9NHSRM,TAGGED_WITH,trace:indicator:porb-61ee430e2d17,trace:concept:l2-0064,"{""confidence"": 0.95, ""end"": 164, ""hits"": 1, ""layer"": 2, ""matched_text"": ""impact"", ""object_type"": ""indicator"", ""start"": 158, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G072GKRSF8BV7E2D8F,TAGGED_WITH,trace:indicator:porb-61ee430e2d17,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 210, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 200, ""via"": ""stem""}"
edge,lnk_01M2KAF9G03TAXGD7RPD6ASN7R,TAGGED_WITH,trace:indicator:porb-61ee430e2d17,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 231, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 220, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0HQ75AKB7CEV8RJD5,TAGGED_WITH,trace:indicator:porb-61ee430e2d17,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 444, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 435, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0XJ8Q761YR3MG8PKE,TAGGED_WITH,trace:indicator:porb-62204e84a62d,trace:concept:l2-0038,"{""confidence"": 0.95, ""end"": 237, ""hits"": 2, ""layer"": 2, ""matched_text"": ""DELIVERABLES"", ""object_type"": ""indicator"", ""start"": 225, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G01V2S74NR60NAF7GJ,TAGGED_WITH,trace:indicator:porb-62204e84a62d,trace:concept:l2-0147,"{""confidence"": 0.95, ""end"": 284, ""hits"": 1, ""layer"": 2, ""matched_text"": ""Scaling"", ""object_type"": ""indicator"", ""start"": 277, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0YNR1MCJJPR1ZFR69,TAGGED_WITH,trace:indicator:porb-62204e84a62d,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 303, ""hits"": 1, ""layer"": 2, ""matched_text"": ""Activities"", ""object_type"": ""indicator"", ""start"": 293, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0VVJE9F9DNMJEGPBY,TAGGED_WITH,trace:indicator:porb-62204e84a62d,trace:concept:l3-040,"{""confidence"": 0.95, ""end"": 387, ""hits"": 2, ""layer"": 3, ""matched_text"": ""yield"", ""object_type"": ""indicator"", ""start"": 382, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0APWB7SRH6T2YBME1,TAGGED_WITH,trace:indicator:porb-62204e84a62d,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 964, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 955, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G07WQ3KAVFATSZ05R9,TAGGED_WITH,trace:indicator:porb-622daea93d5a,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 44, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 33, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0ZFYMQTZMN2BFPT1S,TAGGED_WITH,trace:indicator:porb-622daea93d5a,trace:concept:l2-0309,"{""confidence"": 0.7, ""end"": 108, ""hits"": 2, ""layer"": 2, ""matched_text"": ""tool"", ""object_type"": ""indicator"", ""start"": 104, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0WAGCPGSVQ7MQ5Y62,TAGGED_WITH,trace:indicator:porb-622daea93d5a,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 160, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 150, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0G54NDK6GDXDYDK7H,TAGGED_WITH,trace:indicator:porb-622daea93d5a,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 181, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 170, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0ZKR6WF27WT3BJ8M7,TAGGED_WITH,trace:indicator:porb-622daea93d5a,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 659, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 650, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0XES16QXPDX3Y70G3,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0220,"{""confidence"": 0.95, ""end"": 193, ""hits"": 1, ""layer"": 2, ""matched_text"": ""design"", ""object_type"": ""indicator"", ""start"": 187, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0WVN9SHJJ7H9A8GSE,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0055,"{""confidence"": 0.95, ""end"": 231, ""hits"": 1, ""layer"": 2, ""matched_text"": ""evidence"", ""object_type"": ""indicator"", ""start"": 223, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0CMJCGFVV5EMDP4PY,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0119,"{""confidence"": 0.95, ""end"": 242, ""hits"": 1, ""layer"": 2, ""matched_text"": ""policy"", ""object_type"": ""indicator"", ""start"": 236, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0VVF37PTXZVWR80BM,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 308, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 298, ""via"": ""stem""}"
edge,lnk_01M2KAF9G06JV8JAY503NJX9C4,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 329, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 318, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0X18VBTSECY8597SM,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0309,"{""confidence"": 0.95, ""end"": 490, ""hits"": 2, ""layer"": 2, ""matched_text"": ""tools"", ""object_type"": ""indicator"", ""start"": 485, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0VS9S1TKH13Q9DC6V,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l3-042,"{""confidence"": 0.7, ""end"": 587, ""hits"": 1, ""layer"": 3, ""matched_text"": ""farmer"", ""object_type"": ""indicator"", ""start"": 581, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0ZW42W26W4PD1DEKP,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0144,"{""confidence"": 0.95, ""end"": 817, ""hits"": 1, ""layer"": 2, ""matched_text"": ""review"", ""object_type"": ""indicator"", ""start"": 811, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0B6W5TGB4RVY92W4Z,BROADER,trace:concept:l3-022,trace:concept:l3-p-intervention,"{""via"": ""skos:broader""}"
edge,lnk_01M2KAF9G0ZJ24W3KXTJBH5NB8,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l3-022,"{""confidence"": 0.95, ""end"": 944, ""hits"": 1, ""layer"": 3, ""matched_text"": ""early warning systems"", ""object_type"": ""indicator"", ""start"": 923, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0KF0DRFM671N9HFPD,TAGGED_WITH,trace:indicator:porb-62628c9d9ebd,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1055, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1046, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0SMDXB9AKJT3HH7FG,TAGGED_WITH,trace:indicator:porb-62db3d9634aa,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 43, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 32, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0H8KTKD03ES6TJCA7,TAGGED_WITH,trace:indicator:porb-62db3d9634aa,trace:concept:l2-0038,"{""confidence"": 0.95, ""end"": 308, ""hits"": 2, ""layer"": 2, ""matched_text"": ""DELIVERABLES"", ""object_type"": ""indicator"", ""start"": 296, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0BZ71M61QSQGFPKRY,TAGGED_WITH,trace:indicator:porb-62db3d9634aa,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 481, ""hits"": 2, ""layer"": 2, ""matched_text"": ""activities"", ""object_type"": ""indicator"", ""start"": 471, ""via"": ""stem""}"
edge,lnk_01M2KAF9G013JSHMNZ2D7AV1J9,TAGGED_WITH,trace:indicator:porb-62db3d9634aa,trace:concept:l2-0048,"{""confidence"": 0.7, ""end"": 580, ""hits"": 1, ""layer"": 2, ""matched_text"": ""value"", ""object_type"": ""indicator"", ""start"": 575, ""via"": ""alt_label""}"
edge,lnk_01M2KAF9G0X5D5CDY7HTASA3NJ,TAGGED_WITH,trace:indicator:porb-62db3d9634aa,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 812, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 803, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0E0PC6THA0H8QPZHA,TAGGED_WITH,trace:indicator:porb-633460f5c2f7,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 283, ""hits"": 4, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 273, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0KCYNV4GGXY6PQVS3,TAGGED_WITH,trace:indicator:porb-633460f5c2f7,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 304, ""hits"": 3, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 293, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0NCARNEB9WSG1AP83,TAGGED_WITH,trace:indicator:porb-633460f5c2f7,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1472, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1463, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0A0A1C3ETGN12TR56,TAGGED_WITH,trace:indicator:porb-64283ff08351,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 200, ""hits"": 2, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 190, ""via"": ""stem""}"
edge,lnk_01M2KAF9G076DVCDTWFSSDXFJE,TAGGED_WITH,trace:indicator:porb-64283ff08351,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 221, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 210, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0M76ZBEBJPDWXECBN,TAGGED_WITH,trace:indicator:porb-64283ff08351,trace:concept:l2-0051,"{""confidence"": 0.7, ""end"": 248, ""hits"": 1, ""layer"": 2, ""matched_text"": ""evaluations"", ""object_type"": ""indicator"", ""start"": 237, ""via"": ""stem""}"
edge,lnk_01M2KAF9G06ET1QXW11QREWPT5,TAGGED_WITH,trace:indicator:porb-64283ff08351,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 438, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 430, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0HXWYR4FGQ3NGH585,TAGGED_WITH,trace:indicator:porb-64283ff08351,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 796, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 787, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G00QAY9R6A323QNHYN,TAGGED_WITH,trace:indicator:porb-644436a1d305,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 268, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 257, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0KQZ401M28BFS2C7V,TAGGED_WITH,trace:indicator:porb-644436a1d305,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 341, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 332, ""via"": ""pref_label""}"
